title,assigned_label,potential_labels
Green Party co-leader James Shaw awaiting COVID-19 test result after developing cold symptoms,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
New study suggests young kids may spread COVID-19 more efficiently than adults,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Researchers identify 73 novel variants of COVID-19 strain in Odisha,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Staff and parents await test results after two cases of Covid-19 in creche,SCIENCE,"['HEALTH_NATION', 'SCIENCE_TECH']"
Clinic visits not tied to high risk of getting Covid-19: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
How cancer care was sidelined in the fight against Covid-19 – podcast,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19: FAAN reacts to allegation of bribery at Abuja airport,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Study hints, can’t prove, survivor plasma fights COVID-19",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19: SeaDream joins other cruise lines impacted by virus after resuming sailing,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Journalist Hopewell Chin’ono still in jail as state attempts to bar his lawyer,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
"Scientists Begin to Uncover Covid-19's Potential Toll on Brain, Nervous System",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"SARS-CoV-2 strains show little variability, COVID-19 vaccine could be effective against all, finds study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Nearly 6% of people in England may have had COVID-19, researchers say",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus: WHO raises fears there may never be a 'silver bullet' to beat COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Covid live news: Lebanon hits record daily cases after blast; Russian vaccine must follow safety procedure, says WHO",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
'We’re entering into a state of hysteria' - Covid-19 committee chair Michael McNamara defends former Fáilte Ireland chief Michael Cawley's Italy holiday,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH', 'WORLD_NATION']"
Maine hospital sees coronavirus resurgence after visitors learn of positive test results while on trip,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Lillestol Research seeks participants for COVID-19 vaccine trial,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Explained: Study zeroes in on the most effective face mask to block Covid-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Trump’s executive orders spark confusion among businesses and state officials as Democrats assail them as ‘unworkable’,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
China grants country’s first COVID-19 vaccine patent to CanSino —state media,WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
"UK risks twice-as-big second COVID wave without better testing, study finds",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus - Malawi: COVID-19 Daily Information Update (15th August 2020),WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Norway bans passengers from large cruise ships, Spain hails COVID app",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Scientists identify potential drug candidate against Covid-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Taiwan risks being caught up in the power struggle between the United States and China,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
"Government body meant to boost relations with China has been 'tortured and unspectacular', according to former chair",WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
California becomes 1st US state with over 6 lakh COVID-19 cases,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Israeli restaurants stay open during the pandemic. But diners fail to flock,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
The Likely Order COVID-19 Symptoms Will Appear: Study | WCBS Newsradio 880,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
UK COVID-19 daily death count could be scrapped - Telegraph,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Alleged COVID-19 Treatment Claims Land Doc in Hot Water,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"French COVID-19 infections spike, but no strain on hospitals",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19: Australian state bans choir practices and wind instruments in schools,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Glimmer Of Hope: Mutated COVID-19 Virus Strains Shows Little Variability,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Cautious hope brews amid LA County’s dip in daily deaths, cases, hospitalizations",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Macular degeneration may increase severity of Covid-19: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
What South Korea can teach the world about containing COVID-19,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Californian company claims 'advantages over other vaccines and therapies' for COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Tobacco sector remains firm despite Covid-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study Shows Increase in Domestic Violence Injuries During COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Keeps out rain and COVID-19, Seoul tries smart bus shelter to fight virus",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
The Likely Order COVID-19 Symptoms Will Appear: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Jailed Zim journalist in danger of contracting COVID-19: lawyers,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
'We're making it up as we go along': how Trump's America failed the Covid test,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study reveals how social distancing slowed Covid-19 spread,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Early to say high altitude can protect against Covid-19: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Mildly ill COVID-19 patients might be discharged in nine or more days after symptom onset Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Half of daily 100,000 COVID-19 cases in Americas are in U.S.: WHO director",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Most parents nervous to take their kids for vaccinations due to COVID-19: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Morocco said likely to be one of the next states to normalize ties with Israel,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Half the daily 100000 COVID-19 cases in Americas are in U.S. - WHO director,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Race plays a role in severe COVID-19 illness among kids, study finds",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Speed of Covid-19 vaccine race raises safety concerns,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Containment of Covid-19 remains priority for NPHET as 50 new cases confirmed in Ireland,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
These 5 States Have the Highest COVID Death Rates in the Country,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Everyone must stay on guard against COVID-19 outbreaks: Deputy PM,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Macular degeneration may increase severity of Covid-19, shows Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
More than 1m in UK quit smoking since COVID-19 pandemic start: study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"`Fever, ache, vomiting...`: Researchers predict order of COVID-19 symptoms",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Highest daily increase since May as 200 cases of Covid-19 confirmed,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus live news: Mexico hails 'good indicator' of recovery in jobs; US FDA approves new cheaper saliva Covid test,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
26 people awaiting Covid-19 swab results at University Hospital Limerick,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Intensive farming heightens pandemic risk: study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Helen's Heavenly Juice Bar & Cafe in Burleigh Heads, WLD claims acai bowl protects against COVID-19",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coronavirus: Second COVID-19 wave twice as big as the first without effective test, trace, isolating strategy, says new modelling study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
University of Minnesota turns natural killer cells against COVID-19,SCIENCE,"['HEALTH_NATION', 'SCIENCE_TECH']"
Moderna says uncertain about coronavirus vaccine patent exclusivity,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus: Spain's Galicia region bans smoking over Covid-19 risk,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Spain virus outbreak: 19 struck down with potentially deadly West Nile Virus,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Regeneron says antibody cocktail prevents and treats COVID-19 in animals,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Vaping linked to risk of Covid-19 in teens, young adults in United States: Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH', 'WORLD_NATION']"
COVID-19 Has Been Linked to Hair Loss—Here's Why That Isn't Surprising to Doctors,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus - Nigeria: Breakdown of COVID-19 cases by state (2nd August 2020),WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Teens behind COVID breach test negative after anxious wait,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Tech millionaire John McAfee 'arrested in Norway' after wearing thong as a Covid-19 mask,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
The Likely Order COVID-19 Symptoms Will Appear: Study | WBEN 930am,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
CDC invites Minnesota to join 4-state COVID-19 vaccine pilot,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
This Morning's Dr Chris explains deadly sepsis symptoms after news COVID-19 causes it,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
University of Texas Study Reveals: Early Spread of COVID-19 Far Greater Than What We Know,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
UK Government launches inquiry into aged care and health care worker burnout during COVID-19,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
'My brain scan was urgent but because of Covid-19 it didn't go ahead',HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Spain reports 8,618 new Covid-19 cases since Friday",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Interview: Africa CDC director urges strong collaboration to contain COVID-19 in Africa | English.news.cn,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Africa begins continent-wide study of COVID-19 antibodies,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Trump signs executive order against hiring H1B visa holders for federal contracts,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
EC MEC amongst those fingered in complaints to PP over dodgy COVID-19 deals,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Trump wants to change government rules so his hair can stay 'perfect',WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Drug for bipolar disorder can be a weapon against COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Watch Study: Americans unwilling to take COVID-19 vaccine even at free of cost Online in HD,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus - Ethiopia: The United States Provides Ventilators to Ethiopia to Respond to COVID-19,WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Fujifilm Unit to Make COVID-19 Vaccine Candidate in Britain,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coronavirus impact |Thousands protest against COVID-19 curbs in Germany, raise 'we are free people'...",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Regeneron says antibody cocktail prevents and treats COVID-19 in animals,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"COVID-19 is fuelling a resurgence of AIDS, malaria and TB",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Lockdown extended in northwest England as Covid-19 cases remain high,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
North Korea's escalating virus response raises fear of outbreak,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Harvard researchers want more 'crappy' tests for COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus Vaccine | 'Robust Immunity' Induced By Pfizer-BioNTech Vaccine Candidate In Early-Phase Clinical Trial: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Air, surface contamination high in isolation centres for Covid-19 patients: Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Springfield-Greene County Health Department reports daily record for cases of COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Tourism stakeholders ask government to reopen airport,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
"Coronavirus LIVE Updates: Much-awaited Vaishno Devi Yatra May Not Resume After Aug 16 as 11 Test Positive; UK Slashes Official Covid-19 Death Toll by Over 5,000",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
‘A smoking gun’: Scientists have confirmation of infectious coronavirus retrieved from hospital air,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Can COVID-19 cause hair loss? Here's what you need to know,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19 incubation period likely to be of 8 days and not of four or five : Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Vexing issues: Who gets to be the first in line to receive a COVID-19 vaccine when one becomes available?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Early spread of COVID-19 far greater than initially reported: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Long wait for tests as Brandon residents troubled by COVID-19 resurgence,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Dubai fire outbreak: Ajman market dey burn inside huge firebreak for Dubai Metropolitan Area of United Arab Emirates (UAE),WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus map LIVE: Pandemic is going NOWHERE - huge blow as risky back-up plan FAILS,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Travel amid COVID-19 restrictions: Ukraine updates list of red, green zone countries",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
UK COVID-19 daily death count could be scrapped - Telegraph,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus: Government faces lockdown decision as cluster grows and its source remains a mystery,HEALTH,"['SCIENCE_TECH', 'WORLD_NATION']"
Can Air Conditioners Spread COVID-19?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Islamic State group claims deadly attack on Afghanistan prison,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Backlash against Malawi's new Covid-19 restrictions,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
The COVID-19 virus can spread through the air – here's what it'll take to detect the airborne particles,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Don't chart separate vaccine procurement pathways, states urged",HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Singapore will get first claim to any successful Arcturus Covid-19 vaccine,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Researchers Find Strong Link between Abnormal Liver Tests and Poor COVID-19 Outcomes,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Aeon Must Die State of Play trailer was purportedly outsourced, devs had already quit due to crunch",TECHNOLOGY,"['SCIENCE_TECH', 'WORLD_NATION']"
Zelensky urges Ukrainians to take personal safety measures as COVID-19 cases rise,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19: Brazil offers support for airports...,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study: The most and least effective face masks to use during the pandemic,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"US urged to consider cheaper, faster COVID-19 tests to contain outbreaks | TheHill",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"COVID-19 symptoms often appear in this order, according to a new study – Barrie 360",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Viz VP States Company Has Done 'Extraordinarily Well' During COVID-19,TECHNOLOGY,"['HEALTH_NATION', 'WORLD_NATION']"
COVID data failures create pressure for public health system overhaul,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Vietnam health ministry to buy Russian COVID-19 vaccine - state media,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
"COVID-19: Asymptomatic Patients Less Likely To Infect Close Contacts Than Severe Cases, Says Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"BCG vaccine is safe, does not increase Covid risk: Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Battered travel industry urges UK to rethink Covid-19 quarantine policy,WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
COVID-19 outbreak among high school football players leads to uncertainty in Minnesota town,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
The United States Department of the Air Force – Boeing X-37B Team to Receive the 2019 Robert J. Collier Trophy,SCIENCE,"['SCIENCE_TECH', 'WORLD_NATION']"
Australian virus outbreak stemmed from failed hotel quarantine scheme: inquiry | English.news.cn,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coronavirus: The next Covid-19 may already be circulating in bats, study suggests",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Tuberculosis vaccine may help protect against COVID-19: Israeli research | English.news.cn,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Kaiser Facilities in Pasadena, LA Engaged in COVID-19 Vaccine Trial",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
It's not for me: speed of COVID-19 vaccine race raises safety concerns,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
The Year of Covid-19 Crisis: How Do We Achieve Sustainable Development Goals By 2030?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
China's Sinopharm starts Phase III trial of COVID-19 vaccine in Bahrain,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19 Drug Research Is a Big Huge Mess,SCIENCE,"['HEALTH_NATION', 'SCIENCE_TECH']"
Video-Game Stocks and ETFs Ride Covid Rally to Gains Topping 50%,TECHNOLOGY,"['HEALTH_NATION', 'SCIENCE_TECH']"
"UK records 1441 daily COVID-19 positive tests, highest since June 14",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"COVID-19 undiagnosed in many nurses, study suggests",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Texas medical board warns physicians who claim COVID-19 cure,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
About 60% of COVID-19 cases in Ontario are now young adults: 4 charts that explain the latest pandemic trends,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus pandemic is changing our brains: Here are the remedies,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid 19 outbreak at Kildare Chilling Company as Kildare figures spike again | Kildare Nationalist,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"State reports 345 new COVID-19 cases, and three more deaths",HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Israeli research institution to launch human trials of coronavirus vaccine,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
