,entropy,articles,risk
motorsports.nbcsports.com,0.0,8,HIGH
myfox47.com,0.0,1,HIGH
myespanolanow.com,0.0,1,HIGH
mycowichanvalleynow.com,0.0,1,HIGH
newspatrolling.com,0.0,1,HIGH
newsoptimist.ca,0.0,2,HIGH
newsofbahrain.com,0.0,1,HIGH
newsnowfinland.fi,0.0,1,HIGH
newsminer.com,0.0,1,HIGH
newyorkupstate.com,0.0,1,HIGH
newyork.citybizlist.com,0.0,1,HIGH
newtimes.co.rw,0.0,4,HIGH
newswest9.com,0.0,1,HIGH
newsus.cgtn.com,0.0,1,HIGH
newstribune.com,0.0,2,HIGH
newstrib.com,0.0,1,HIGH
thetaiwantimes.com,0.0,1,HIGH
riverineherald.com.au,0.0,4,HIGH
risingsunoverport.co.za,0.0,1,HIGH
risingsunlenasia.co.za,0.0,1,HIGH
risingsunchatsworth.co.za,0.0,1,HIGH
ross-shirejournal.co.uk,0.0,1,HIGH
rosevilletoday.com,0.0,1,HIGH
room.eu.com,0.0,3,HIGH
musictech.net,0.0,6,HIGH
music-news.com,0.0,3,HIGH
musculardystrophynews.com,0.0,1,HIGH
musclecarsandtrucks.com,0.0,1,HIGH
mus.acrofan.com,0.0,1,HIGH
murrayvalleystandard.com.au,0.0,4,HIGH
munsterrugby.ie,0.0,2,HIGH
myhighplains.com,0.0,2,HIGH
myhealthyclick.com,0.0,3,HIGH
mynation.com,0.0,1,HIGH
mymcmurray.com,0.0,1,HIGH
mylloydminsternow.com,0.0,1,HIGH
mykxlg.com,0.0,1,HIGH
mykhel.com,0.0,1,HIGH
myjournalcourier.com,0.0,2,HIGH
nag.co.za,0.0,22,HIGH
myyellowknifenow.com,0.0,2,HIGH
myclallamcounty.com,0.0,1,HIGH
mycentraloregon.com,0.0,1,HIGH
mycampbellrivernow.com,0.0,1,HIGH
mybusiness.com.au,0.0,1,HIGH
mybigplunge.com,0.0,1,HIGH
myprincegeorgenow.com,0.0,7,HIGH
myplainview.com,0.0,1,HIGH
road.cc,0.0,5,HIGH
nashuatelegraph.com,0.0,1,HIGH
nascar.nbcsports.com,0.0,10,HIGH
nascar.com,0.0,10,HIGH
nasa.gov,0.0,26,HIGH
narrominenewsonline.com.au,0.0,3,HIGH
napavalleyregister.com,0.0,1,HIGH
times.co.nz,0.0,1,HIGH
times-herald.com,0.0,1,HIGH
tigernet.com,0.0,2,HIGH
tiebreakertimes.com.ph,0.0,5,HIGH
today.yougov.com,0.0,1,HIGH
romper.com,0.0,1,HIGH
rolltidewire.usatoday.com,0.0,1,HIGH
rollingout.com,0.0,1,HIGH
mynintendonews.com,0.0,2,HIGH
mynews13.com,0.0,2,HIGH
tmonews.com,0.0,1,HIGH
tmj4.com,0.0,3,HIGH
tkbsen.in,0.0,4,HIGH
namibiafactcheck.org.na,0.0,1,HIGH
nambuccaguardian.com.au,0.0,7,HIGH
nairobiwire.com,0.0,1,HIGH
nbc.na,0.0,15,HIGH
richmond.com,0.0,1,HIGH
rheumatologynetwork.com,0.0,1,HIGH
rgj.com,0.0,2,HIGH
revu.com.ph,0.0,6,HIGH
rockefeller.edu,0.0,1,HIGH
mytechdecisions.com,0.0,5,HIGH
mystratfordnow.com,0.0,2,HIGH
mysteinbach.ca,0.0,1,HIGH
mysmartprice.com,0.0,4,HIGH
newsreportz.com,0.0,1,HIGH
rockdalenewtoncitizen.com,0.0,2,HIGH
rochestercitynewspaper.com,0.0,1,HIGH
roboticstomorrow.com,0.0,1,HIGH
nbaanalysis.net,0.0,1,HIGH
nba.nbcsports.com,0.0,15,HIGH
naturalgasworld.com,0.0,1,HIGH
naturalgasintel.com,0.0,2,HIGH
natsci.source.colostate.edu,0.0,1,HIGH
nationalobserver.com,0.0,2,HIGH
nbcsandiego.com,0.0,1,HIGH
nbcphiladelphia.com,0.0,1,HIGH
nbcpalmsprings.com,0.0,1,HIGH
nbcnewyork.com,0.0,1,HIGH
nbcmontana.com,0.0,2,HIGH
nerdsmagazine.com,0.0,1,HIGH
nepal24hours.com,0.0,1,HIGH
newsdio.com,0.0,1,HIGH
newsday.ie,0.0,3,HIGH
newsroom.uw.edu,0.0,1,HIGH
newsroom.ucla.edu,0.0,1,HIGH
renewablesnow.com,0.0,4,HIGH
rekordmoot.co.za,0.0,1,HIGH
regulationasia.com,0.0,2,HIGH
regionweek.com,0.0,4,HIGH
reflector.com,0.0,1,HIGH
reference.medscape.com,0.0,4,HIGH
redriverradio.org,0.0,1,HIGH
redpepper.co.ug,0.0,1,HIGH
revengeofthebirds.com,0.0,1,HIGH
timesfreepress.com,0.0,1,HIGH
timesdaily.com,0.0,2,HIGH
ndinsider.com,0.0,1,HIGH
ncronline.org,0.0,1,HIGH
ncadvertiser.com,0.0,4,HIGH
nbcmiami.com,0.0,2,HIGH
nbclosangeles.com,0.0,3,HIGH
nbcdfw.com,0.0,13,HIGH
nbcconnecticut.com,0.0,2,HIGH
nbcboston.com,0.0,2,HIGH
nbcbayarea.com,0.0,1,HIGH
nbc4i.com,0.0,1,HIGH
nbc26.com,0.0,2,HIGH
netdoctor.co.uk,0.0,1,HIGH
nesn.com,0.0,19,HIGH
netsdaily.com,0.0,1,HIGH
netimperative.com,0.0,1,HIGH
netflixlife.com,0.0,2,HIGH
news-herald.com,0.0,1,HIGH
newmilfordspectrum.com,0.0,1,HIGH
newmarkettoday.ca,0.0,5,HIGH
newjerseynewsnetwork.com,0.0,1,HIGH
nejm.org,0.0,2,HIGH
nebraska.rivals.com,0.0,2,HIGH
thisislocallondon.co.uk,0.0,1,HIGH
thisisanfield.com,0.0,38,HIGH
thinkcuriouser.com,0.0,1,HIGH
timesofoman.com,0.0,1,HIGH
timesofmalta.com,0.0,11,HIGH
timesnews.net,0.0,1,HIGH
timesleader.com,0.0,2,HIGH
neweasterneurope.eu,0.0,1,HIGH
newcastletoons.com,0.0,1,HIGH
newcastlestar.com.au,0.0,7,HIGH
news.err.ee,0.0,2,HIGH
news.efinancialcareers.com,0.0,2,HIGH
news.bloombergenvironment.com,0.0,1,HIGH
thewincentral.com,0.0,1,HIGH
ticotimes.net,0.0,1,HIGH
newburyportnews.com,0.0,1,HIGH
newbloommag.net,0.0,1,HIGH
newbernsj.com,0.0,1,HIGH
newbeauty.com,0.0,1,HIGH
newarkadvertiser.co.uk,0.0,3,HIGH
new.finalcall.com,0.0,1,HIGH
networkworld.com,0.0,1,HIGH
newsheads.in,0.0,2,HIGH
thurrott.com,0.0,33,HIGH
thurrockgazette.co.uk,0.0,1,HIGH
throughitalltogether.sbnation.com,0.0,3,HIGH
threatpost.com,0.0,22,HIGH
thoroldnews.com,0.0,6,HIGH
restaurantbusinessonline.com,0.0,1,HIGH
respect-mag.com,0.0,1,HIGH
residentadvisor.net,0.0,1,HIGH
researchsnipers.com,0.0,2,HIGH
researchinformation.info,0.0,1,HIGH
reporternews.com,0.0,1,HIGH
risingkashmir.com,0.0,1,HIGH
newidea.com.au,0.0,21,HIGH
newhope.com,0.0,1,HIGH
newhamburgindependent.ca,0.0,4,HIGH
news.marketsizeforecasters.com,0.0,6,HIGH
news.harvard.edu,0.0,1,HIGH
news.hamlethub.com,0.0,1,HIGH
news.gulfbreezenews.com,0.0,1,HIGH
news.georgiasouthern.edu,0.0,1,HIGH
news.fnal.gov,0.0,2,HIGH
thetopflight.com,0.0,9,HIGH
theworldlink.com,0.0,1,HIGH
theworldgame.sbs.com.au,0.0,66,HIGH
thewomenjournal.com,0.0,1,HIGH
thewistle.com,0.0,3,HIGH
newsbook.com.mt,0.0,1,HIGH
newsanyway.com,0.0,1,HIGH
newsmaker.com.au,0.0,1,HIGH
newslivetv.com,0.0,3,HIGH
newsin.asia,0.0,1,HIGH
news.sportslogos.net,0.0,3,HIGH
news.sophos.com,0.0,1,HIGH
news.softpedia.com,0.0,3,HIGH
news957.com,0.0,2,HIGH
news9.com,0.0,1,HIGH
news8000.com,0.0,3,HIGH
news5cleveland.com,0.0,1,HIGH
news4winnipeg.com,0.0,1,HIGH
risingapple.com,0.0,1,HIGH
ringsidenews.com,0.0,14,HIGH
rigzone.com,0.0,3,HIGH
news.samsung.com,0.0,22,HIGH
news.prairiepublic.org,0.0,2,HIGH
news.ontario.ca,0.0,2,HIGH
news.nike.com,0.0,1,HIGH
news.metal.com,0.0,3,HIGH
newschannel10.com,0.0,1,HIGH
newschain.uk,0.0,1,HIGH
newscentermaine.com,0.0,1,HIGH
newsbtc.com,0.0,3,HIGH
newsbricks.com,0.0,2,HIGH
thetrumpet.com,0.0,1,HIGH
thetrendingtimes.com,0.0,2,HIGH
9to5google.com,0.035899028440996156,171,HIGH
sportsnet.ca,0.03607559692085341,170,HIGH
notebookcheck.net,0.03939322094384713,153,HIGH
wwos.nine.com.au,0.040498826085235126,148,HIGH
pcgamer.com,0.04119501732440828,145,HIGH
soompi.com,0.04216457714907182,141,HIGH
the42.ie,0.04453791243977348,132,HIGH
skysports.com,0.05413337209048602,355,HIGH
njmmanews.com,0.056465174278872224,99,HIGH
nrl.com,0.056465174278872224,99,HIGH
redandblackonline.com,0.06396171410398296,85,HIGH
nintendolife.com,0.06553591576347663,165,HIGH
africa.espn.com,0.06586093594147825,82,HIGH
pocketnow.com,0.0740225961475812,71,HIGH
press-start.com.au,0.07575108500341506,69,HIGH
sammobile.com,0.07757003769329317,67,HIGH
za.ign.com,0.07757003769329317,67,HIGH
indiewire.com,0.07948700320303707,65,HIGH
decider.com,0.07948700320303707,65,HIGH
tvline.com,0.07948700320303707,65,HIGH
cuereport.com,0.08048483706800685,64,HIGH
gnghockey.com,0.08048483706800685,64,HIGH
theathletic.com,0.08151041095033153,63,HIGH
ew.com,0.08476607571480994,60,HIGH
futaa.com,0.08579669631587802,138,HIGH
bollywoodlife.com,0.08709952319177525,58,HIGH
pgatour.com,0.08831978220001763,57,HIGH
rugbypass.com,0.09087612133300153,55,HIGH
cinemablend.com,0.09248925026058268,269,HIGH
medscape.com,0.09359996324581574,53,HIGH
etcanada.com,0.09503011725564635,52,HIGH
criticalhit.net,0.09650896073594732,51,HIGH
digitalinformationworld.com,0.09650896073594732,51,HIGH
nba.com,0.09905033664970525,116,HIGH
hollywoodlife.com,0.10296666046541245,47,HIGH
espn.com,0.10508644695637788,399,HIGH
goal.com,0.109381029563858,562,HIGH
techspot.com,0.11045304667259806,43,HIGH
phonemantra.com,0.11147402345222804,85,HIGH
express-journal.com,0.11251593411963928,42,HIGH
vg247.com,0.1139388810630207,124,HIGH
medicaldialogues.in,0.11466528220290656,41,HIGH
bulletinline.com,0.11728148183811249,338,HIGH
nbcsports.com,0.11741198319899543,154,HIGH
theblast.com,0.12169240267806193,38,HIGH
oilprice.com,0.12169240267806193,38,HIGH
pagesix.com,0.12196922950712989,90,HIGH
newsbrok.com,0.12425083738963087,37,HIGH
ghgossip.com,0.12509452280217498,469,HIGH
tweaktown.com,0.12557498044903107,73,HIGH
kotaku.com,0.12693054534140227,36,HIGH
tsn.ca,0.130873907458108,178,HIGH
vulture.com,0.13097956524286689,135,HIGH
stuff.co.za,0.13269142083987176,34,HIGH
gizchina.com,0.13345235781746345,135,HIGH
indiaglitz.com,0.13370814282422602,101,HIGH
startupng.com.ng,0.13579395875159386,99,HIGH
neowin.net,0.13906079845474112,32,HIGH
gizmoposts24.com,0.1425058673927378,31,HIGH
androidcentral.com,0.14338373591068365,176,HIGH
cbssports.com,0.14352504384272638,215,HIGH
espncricinfo.com,0.14430003545925657,61,HIGH
gsmarena.com,0.14523820920389374,237,HIGH
pushsquare.com,0.14708675188250986,119,HIGH
videogameschronicle.com,0.14804224682624068,59,HIGH
carandbike.com,0.14999492361041503,29,HIGH
eurogamer.net,0.15079200605282939,144,HIGH
phonearena.com,0.15217783987386918,137,HIGH
kfmradio.com,0.15407610367102942,28,HIGH
justjared.com,0.15407610367102942,28,HIGH
dailyfx.com,0.15841057013179086,27,HIGH
mmamania.com,0.15841057013179086,27,HIGH
globenewswire.com,0.16053259117174257,1187,HIGH
betanews.com,0.16302362949436594,26,HIGH
townandcountrymag.com,0.16302362949436594,26,HIGH
spglobal.com,0.1732052067491771,24,HIGH
news.bitcoin.com,0.17884491271684755,23,HIGH
healio.com,0.18182028230491803,45,HIGH
cheatsheet.com,0.18336070508365024,393,HIGH
besoccer.com,0.18490739916777568,22,HIGH
greatandhra.com,0.18490739916777568,22,HIGH
macworld.com,0.18490739916777568,22,HIGH
bollywoodhungama.com,0.1896831364389792,52,HIGH
entertainmentdaily.co.uk,0.19144408195771734,21,HIGH
loudersound.com,0.19144408195771734,21,HIGH
wccftech.com,0.19567003495657082,50,HIGH
thedailychronicle.in,0.1960946596209072,61,HIGH
marca.com,0.1985152433458726,20,HIGH
crickettimes.com,0.1985152433458726,20,HIGH
supercars.com,0.1985152433458726,20,HIGH
digitalcameraworld.com,0.1985152433458726,20,HIGH
icc-cricket.com,0.1985152433458726,20,HIGH
buzzfeed.com,0.2035609061707257,58,HIGH
fiercepharma.com,0.20619205063323187,19,HIGH
health24.com,0.20619205063323187,19,HIGH
motorsport.com,0.20651944177314377,69,HIGH
pinkvilla.com,0.20814221045148232,322,HIGH
whathifi.com,0.21262682366313784,45,HIGH
bleepingcomputer.com,0.2145591551764051,18,HIGH
constructionenquirer.com,0.2145591551764051,18,HIGH
thelancet.com,0.2145591551764051,36,HIGH
pcmag.com,0.21622515773182394,85,HIGH
techradar.com,0.21804071583565324,471,HIGH
medpagetoday.com,0.21903252178902116,35,HIGH
stomp.straitstimes.com,0.21903252178902116,35,HIGH
digitalspy.com,0.22134780912340474,207,HIGH
au.sports.yahoo.com,0.22238101824670098,85,HIGH
galusaustralis.com,0.22300459346537244,311,HIGH
iheartradio.ca,0.22371807606583377,17,HIGH
netswire.usatoday.com,0.22371807606583377,17,HIGH
sports.ndtv.com,0.22863187358286127,33,HIGH
macrumors.com,0.2288440794166418,143,HIGH
imore.com,0.23117983667945946,65,HIGH
sportscasting.com,0.2337916587064593,48,HIGH
f1i.com,0.2337916587064593,16,HIGH
hexus.net,0.2337916587064593,16,HIGH
tech.hindustantimes.com,0.2337916587064593,64,HIGH
europe.autonews.com,0.2337916587064593,16,HIGH
proactiveinvestors.co.uk,0.2337916587064593,16,HIGH
glamour.com,0.2337916587064593,16,HIGH
kotaku.com.au,0.24203616399218136,122,HIGH
gamespot.com,0.24308359518963382,375,HIGH
ghpage.com,0.24493002679463532,15,HIGH
rushlane.com,0.24493002679463532,45,HIGH
kitchenertoday.com,0.24493002679463532,15,HIGH
geekculture.co,0.24493002679463532,45,HIGH
consumer.healthday.com,0.2530673318741798,36,HIGH
pocket-lint.com,0.2568646526994761,59,HIGH
laois-nationalist.ie,0.25731864054383163,14,HIGH
siliconera.com,0.25731864054383163,14,HIGH
manutd.com,0.25731864054383163,14,HIGH
en.globes.co.il,0.25731864054383163,14,HIGH
racing.com,0.25731864054383163,14,HIGH
investopedia.com,0.25731864054383163,14,HIGH
espn.co.uk,0.25731864054383163,14,HIGH
talksport.com,0.25733276624928014,172,HIGH
tv5.espn.com,0.25864093210673234,70,HIGH
informante.web.na,0.2640520518256287,27,HIGH
billboard.com,0.26681752432466543,151,HIGH
si.com,0.26796499367294313,119,HIGH
radiotimes.com,0.26898711954143545,236,HIGH
thescore.com,0.2706407936167973,33,HIGH
dailyesports.gg,0.2711893730418441,13,HIGH
earthsky.org,0.2711893730418441,13,HIGH
tweeddailynews.com.au,0.2711893730418441,13,HIGH
techgamingreport.com,0.2711893730418441,26,HIGH
eventhubs.com,0.2711893730418441,13,HIGH
outbreaknewstoday.com,0.2711893730418441,13,HIGH
onefootball.com,0.2711893730418441,13,HIGH
ottawamatters.com,0.2711893730418441,13,HIGH
comingsoon.net,0.2787693717685874,25,HIGH
pitchfork.com,0.2787693717685874,50,HIGH
hospimedica.com,0.2868359830561607,12,HIGH
e.vnexpress.net,0.2868359830561607,12,HIGH
elevenwarriors.com,0.2868359830561607,12,HIGH
creativebloq.com,0.2868359830561607,12,HIGH
thedriven.io,0.2868359830561607,12,HIGH
dailygalaxy.com,0.2868359830561607,12,HIGH
tv.avclub.com,0.2868359830561607,12,HIGH
tenterfieldstar.com.au,0.2868359830561607,12,HIGH
opindia.com,0.2868359830561607,12,HIGH
psu.com,0.2868359830561607,12,HIGH
eonline.com,0.2997241692055933,80,HIGH
medicinenet.com,0.30463609734923813,11,HIGH
sarugbymag.co.za,0.30463609734923813,11,HIGH
cosmo.ph,0.30463609734923813,11,HIGH
dtnpf.com,0.30463609734923813,11,HIGH
orilliamatters.com,0.30463609734923813,11,HIGH
statnews.com,0.30463609734923813,11,HIGH
vogue.com,0.30682915344097056,28,HIGH
venturebeat.com,0.3171059409552239,79,HIGH
appleinsider.com,0.31790658151271967,120,HIGH
cyclingweekly.com,0.3179367802622418,31,HIGH
m.health24.com,0.3245083869310707,26,HIGH
qt.com.au,0.3250829733914482,10,HIGH
worldhealth.net,0.3250829733914482,10,HIGH
nih.gov,0.3250829733914482,10,HIGH
executivetraveller.com,0.3250829733914482,10,HIGH
ultimateclassicrock.com,0.3250829733914482,10,HIGH
newsgram.com,0.3250829733914482,30,HIGH
reseller.co.nz,0.3250829733914482,10,HIGH
iphoneincanada.ca,0.3250829733914482,10,HIGH
wral.com,0.3250829733914482,10,HIGH
leinsterexpress.ie,0.3250829733914482,10,HIGH
bollywoodshaadis.com,0.3250829733914482,10,HIGH
bay939.com.au,0.3250829733914482,10,HIGH
9to5mac.com,0.3286996360503249,136,HIGH
tomsguide.com,0.3294339089848344,210,HIGH
news-medical.net,0.3309786661402206,490,HIGH
coindesk.com,0.3325942143118925,29,HIGH
dotesports.com,0.3325942143118925,58,HIGH
destructoid.com,0.3325942143118925,29,HIGH
gadgetsnow.com,0.33987883041406175,36,HIGH
harpersbazaar.com,0.3425415079719701,37,HIGH
mmegi.bw,0.3445982481028227,24,HIGH
weeklywall.com,0.34878038491802865,40,HIGH
geneticliteracyproject.org,0.34883209584303193,9,HIGH
gladstoneobserver.com.au,0.34883209584303193,9,HIGH
studyfinds.org,0.34883209584303193,9,HIGH
invenglobal.com,0.34883209584303193,9,HIGH
coffscoastadvocate.com.au,0.34883209584303193,9,HIGH
teenvogue.com,0.34883209584303193,9,HIGH
wyff4.com,0.34883209584303193,9,HIGH
revolt.tv,0.34883209584303193,9,HIGH
rferl.org,0.34883209584303193,9,HIGH
3wnews.org,0.34883209584303193,9,HIGH
wxii12.com,0.34883209584303193,9,HIGH
mprnews.org,0.34883209584303193,9,HIGH
exchange99.com,0.3557128597468939,23,HIGH
coleofduty.com,0.3576271598532216,26,HIGH
realsport101.com,0.3576271598532216,26,HIGH
flickeringmyth.com,0.362210557135449,17,HIGH
slashfilm.com,0.362210557135449,17,HIGH
tadias.com,0.362210557135449,17,HIGH
kitco.com,0.36761404503339634,49,HIGH
gulte.com,0.3676494774001422,22,HIGH
adifymedia.com,0.37677016125643675,8,HIGH
nanowerk.com,0.37677016125643675,16,HIGH
actionforex.com,0.37677016125643675,8,HIGH
phillyvoice.com,0.37677016125643675,8,HIGH
southburnetttimes.com.au,0.37677016125643675,8,HIGH
escapistmagazine.com,0.37677016125643675,8,HIGH
wauchopegazette.com.au,0.37677016125643675,8,HIGH
pbs.org,0.37677016125643675,8,HIGH
ezega.com,0.37677016125643675,8,HIGH
ky3.com,0.37677016125643675,8,HIGH
thespiritsbusiness.com,0.37677016125643675,8,HIGH
localnews8.com,0.37677016125643675,8,HIGH
sunshinecoastdaily.com.au,0.37677016125643675,8,HIGH
womanandhome.com,0.37677016125643675,8,HIGH
westernadvocate.com.au,0.37677016125643675,8,HIGH
thepointsguy.com,0.37677016125643675,8,HIGH
transcontinental.com.au,0.37677016125643675,8,HIGH
bloody-disgusting.com,0.37677016125643675,32,HIGH
ca.hellomagazine.com,0.37677016125643675,8,HIGH
marvel.com,0.37677016125643675,8,HIGH
biospectrumasia.com,0.37677016125643675,8,HIGH
thewrap.com,0.37677016125643675,8,HIGH
techweez.com,0.37677016125643675,24,HIGH
pocketgamer.biz,0.37677016125643675,8,HIGH
blazersedge.com,0.37677016125643675,8,HIGH
asgam.com,0.37677016125643675,16,HIGH
mobilesyrup.com,0.38423335305348,82,HIGH
sunstar.com.ph,0.3857276883254181,56,HIGH
nairametrics.com,0.38964631873840616,85,HIGH
cosmopolitan.com,0.39097069523456046,69,HIGH
interest.co.nz,0.39267446722755217,15,HIGH
thetruthaboutcars.com,0.39267446722755217,15,HIGH
yourtango.com,0.39830711380528416,22,HIGH
dexerto.com,0.3984405075837697,58,HIGH
sea.ign.com,0.4006661222349637,83,MEDIUM
music.mxdwn.com,0.40118986218700575,29,MEDIUM
untvweb.com,0.40347861142811603,69,MEDIUM
bellanaija.com,0.40945861869508926,19,MEDIUM
driving.ca,0.40945861869508926,19,MEDIUM
bringmethenews.com,0.410116318288409,7,MEDIUM
bangordailynews.com,0.410116318288409,7,MEDIUM
theladders.com,0.410116318288409,7,MEDIUM
krdo.com,0.410116318288409,7,MEDIUM
leinsterleader.ie,0.410116318288409,7,MEDIUM
woodtv.com,0.410116318288409,7,MEDIUM
autoexpress.co.uk,0.410116318288409,7,MEDIUM
ballinaadvocate.com.au,0.410116318288409,14,MEDIUM
urotoday.com,0.410116318288409,7,MEDIUM
youngwitness.com.au,0.410116318288409,7,MEDIUM
mycariboonow.com,0.410116318288409,7,MEDIUM
thewhig.com,0.410116318288409,7,MEDIUM
neoskosmos.com,0.410116318288409,7,MEDIUM
gattonstar.com.au,0.410116318288409,7,MEDIUM
english.mathrubhumi.com,0.410116318288409,7,MEDIUM
lithgowmercury.com.au,0.410116318288409,7,MEDIUM
carthrottle.com,0.410116318288409,7,MEDIUM
kymkemp.com,0.410116318288409,7,MEDIUM
wistv.com,0.410116318288409,7,MEDIUM
dailycal.org,0.410116318288409,7,MEDIUM
khn.org,0.410116318288409,7,MEDIUM
kmov.com,0.410116318288409,7,MEDIUM
wkrn.com,0.410116318288409,7,MEDIUM
cultofmac.com,0.410116318288409,7,MEDIUM
okayafrica.com,0.410116318288409,7,MEDIUM
highsnobiety.com,0.410116318288409,7,MEDIUM
espn.com.au,0.410116318288409,21,MEDIUM
indianewengland.com,0.410116318288409,7,MEDIUM
microbiozindia.com,0.42270908780599087,20,MEDIUM
micky.com.au,0.4240594561933728,92,MEDIUM
bloodyelbow.com,0.42584844923858145,18,MEDIUM
agriculture.com,0.42584844923858145,18,MEDIUM
winnipegfreepress.com,0.4293230219306162,13,MEDIUM
ksat.com,0.4293230219306162,13,MEDIUM
toofab.com,0.4322259317038786,45,MEDIUM
stabroeknews.com,0.44375728426014843,17,MEDIUM
scientect.com,0.4488890091801512,224,MEDIUM
marketresearchnews.org,0.45056120886630463,6,MEDIUM
pressdemocrat.com,0.45056120886630463,6,MEDIUM
calcalistech.com,0.45056120886630463,12,MEDIUM
dailyddt.com,0.45056120886630463,6,MEDIUM
jantakareporter.com,0.45056120886630463,6,MEDIUM
journalstar.com,0.45056120886630463,6,MEDIUM
komonews.com,0.45056120886630463,12,MEDIUM
theedgesingapore.com,0.45056120886630463,6,MEDIUM
cessnockadvertiser.com.au,0.45056120886630463,6,MEDIUM
newsonair.com,0.45056120886630463,6,MEDIUM
androidkenya.com,0.45056120886630463,6,MEDIUM
finextra.com,0.45056120886630463,6,MEDIUM
sports.abs-cbn.com,0.45056120886630463,6,MEDIUM
squawka.com,0.45056120886630463,6,MEDIUM
bankinfosecurity.com,0.45056120886630463,6,MEDIUM
biospace.com,0.45056120886630463,6,MEDIUM
itbrief.co.nz,0.45056120886630463,6,MEDIUM
pipelinereview.com,0.45056120886630463,6,MEDIUM
wheels24.co.za,0.45056120886630463,6,MEDIUM
soundonsoundfest.com,0.45056120886630463,6,MEDIUM
hbr.org,0.45056120886630463,6,MEDIUM
gympietimes.com.au,0.45056120886630463,6,MEDIUM
omaha.com,0.45056120886630463,12,MEDIUM
offalyexpress.ie,0.45056120886630463,6,MEDIUM
velonews.com,0.45056120886630463,6,MEDIUM
elitedaily.com,0.45056120886630463,12,MEDIUM
energyvoice.com,0.45056120886630463,12,MEDIUM
autoindustriya.com,0.45056120886630463,12,MEDIUM
6abc.com,0.45056120886630463,6,MEDIUM
wam.ae,0.45056120886630463,6,MEDIUM
racingpost.com,0.4513589935161245,51,MEDIUM
darkhorizons.com,0.4563344322932884,48,MEDIUM
thisismoney.co.uk,0.45710229325542967,31,MEDIUM
refinery29.com,0.4571022932554297,31,MEDIUM
digitaltrends.com,0.4575120382036506,139,MEDIUM
ftw.usatoday.com,0.4608966196325939,40,MEDIUM
bikeradar.com,0.46341355882643,16,MEDIUM
ca.finance.yahoo.com,0.4640110008463595,59,MEDIUM
africa.com,0.4659992569610426,34,MEDIUM
variety.com,0.4682605622113861,225,MEDIUM
news.avclub.com,0.4702359623552492,23,MEDIUM
english.newstracklive.com,0.47413931305783735,11,MEDIUM
musicradar.com,0.47413931305783735,11,MEDIUM
dailymercury.com.au,0.47413931305783735,11,MEDIUM
io9.gizmodo.com,0.48257756517701206,16,MEDIUM
sudbury.com,0.48509409130221154,15,MEDIUM
zdnet.com,0.4889079830048568,138,MEDIUM
hollywoodreporter.com,0.4913282719488707,88,MEDIUM
gadgets.ndtv.com,0.49508689435160314,234,MEDIUM
sportbible.com,0.49602180343763114,45,MEDIUM
engadget.com,0.49966228814657854,209,MEDIUM
fool.com,0.5001288949197291,532,MEDIUM
abc7ny.com,0.5004024235381879,5,MEDIUM
advisorperspectives.com,0.5004024235381879,5,MEDIUM
radio.com,0.5004024235381879,5,MEDIUM
newslanded.com,0.5004024235381879,10,MEDIUM
fadeawayworld.net,0.5004024235381879,5,MEDIUM
spin1038.com,0.5004024235381879,5,MEDIUM
sportingnews.com,0.5004024235381879,15,MEDIUM
ec.europa.eu,0.5004024235381879,5,MEDIUM
startsat60.com,0.5004024235381879,5,MEDIUM
guitar.com,0.5004024235381879,5,MEDIUM
vrfocus.com,0.5004024235381879,5,MEDIUM
hawaiinewsnow.com,0.5004024235381879,5,MEDIUM
wersm.com,0.5004024235381879,5,MEDIUM
entertainment.ie,0.5004024235381879,5,MEDIUM
wellandgood.com,0.5004024235381879,5,MEDIUM
openaccessgovernment.org,0.5004024235381879,5,MEDIUM
vaticannews.va,0.5004024235381879,5,MEDIUM
dailyitem.com,0.5004024235381879,5,MEDIUM
ctpost.com,0.5004024235381879,5,MEDIUM
king5.com,0.5004024235381879,5,MEDIUM
consequenceofsound.net,0.5004024235381879,5,MEDIUM
kare11.com,0.5004024235381879,5,MEDIUM
sharecast.com,0.5004024235381879,5,MEDIUM
jamaicaobserver.com,0.5004024235381879,5,MEDIUM
photogallery.indiatimes.com,0.5004024235381879,5,MEDIUM
smallcaps.com.au,0.5004024235381879,5,MEDIUM
denipt.com.au,0.5004024235381879,5,MEDIUM
decrypt.co,0.5004024235381879,15,MEDIUM
dealstreetasia.com,0.5004024235381879,5,MEDIUM
digitimes.com,0.5004024235381879,5,MEDIUM
domain.com.au,0.5004024235381879,5,MEDIUM
downtoearth.org.in,0.5004024235381879,5,MEDIUM
crowdfundinsider.com,0.5004024235381879,5,MEDIUM
medium.com,0.5004024235381879,5,MEDIUM
middletownpress.com,0.5004024235381879,5,MEDIUM
m.startribune.com,0.5004024235381879,5,MEDIUM
busiweek.com,0.5004024235381879,5,MEDIUM
biznews.com,0.5004024235381879,5,MEDIUM
begadistrictnews.com.au,0.5004024235381879,5,MEDIUM
mindbodygreen.com,0.5004024235381879,5,MEDIUM
arnnet.com.au,0.5004024235381879,5,MEDIUM
psychcentral.com,0.5004024235381879,5,MEDIUM
mpasho.co.ke,0.5004024235381879,5,MEDIUM
90xtra.com,0.5004024235381879,5,MEDIUM
news.gov.mb.ca,0.5004024235381879,5,MEDIUM
nbc15.com,0.5004024235381879,5,MEDIUM
